Mes,Pais,Pais_join,fob_total,kg_total,CIIU,fob_ciiu
3,Colombia,COLOMBIA,1198329,29396.78,"Confección de prendas de vestir, excepto prendas de piel",228280.56000000003
3,Corea del Sur,COREA DEL SUR,31277528.9,4813580.56,Trilla de café,18711105.42
3,Costa De Marfil,COSTA DE MARFIL,754270.1,372241.65,Fabricación de sustancias y productos químicos básicos,226326.1
3,Costa Rica,COSTA RICA,33256788.28,13647719.22,"Elaboración de cacao, chocolate y productos de confitería",2797362.97
3,Croacia,CROACIA,379745.79000000004,281815.3,Elaboración de otros productos alimenticios n.c.p.,239336.64
3,Cuba,CUBA,9442007.459999999,9902328.479999999,Elaboración de productos de panadería,2164898.19
3,Dinamarca,DINAMARCA,6185941.5,30796970.56,Trilla de café,3330266.44
3,Djibouti,DJIBOUTI,310475,37649,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",310475
3,Dominica,DOMINICA,48055.74,12525.16,Elaboración de productos de panadería,12813.6
3,Ecuador,ECUADOR,142902820.21,54300863.54,Generación de energía eléctrica,13448056
3,Egipto,EGIPTO,23078896.32,10368252.86,Cría de ganado bovino y bufalino,21992018.05
3,El Salvador,EL SALVADOR,17074288.32,6831566.41,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",3478356.64
3,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,76742215.82999998,964609.19,Industrias básicas de metales preciosos,69624187.82999998
3,Eslovaquia,ESLOVAQUIA,77820.45999999999,47361,Fabricación de abonos y compuestos inorgánicos nitrogenados,35397
3,Eslovenia,ESLOVENIA,5685591.19,5902145.5,Cultivo de plátano y banano,2953472.62
3,España,ESPANA,83026724.16,204613045.49,Fabricación de productos de la refinación del petróleo,27441200.66
3,Estados Unidos,ESTADOS UNIDOS,1071931621.1300001,538876240.42,Trilla de café,220877440.83
3,Estonia,ESTONIA,1343685.91,164999,Trilla de café,1236211.01
3,Etiopía,ETIOPIA,361354.69999999995,41695,Actividades de impresión,227190.3
3,Filipinas,FILIPINAS,433726.47,78798.65,Fabricación de componentes y tableros electrónicos,163045.65
3,Finlandia,FINLANDIA,3871439.5900000003,604201.16,Trilla de café,3553297.92
3,Francia,FRANCIA,21441748.009999998,25814303.240000002,Fabricación de productos de la refinación del petróleo,4985287.1899999995
3,Gabón,GABON,76994,45520.8,"Elaboración de cacao, chocolate y productos de confitería",76994
3,Georgia,GEORGIA,14207.9,1416,Cultivo de flor de corte,14207.9
3,Ghana,GHANA,4509073.38,9649814.55,Elaboración y refinación de azúcar,4170196.92
3,Granada,GRANADA,44412.1,28469.22,"Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",27103.89
3,Grecia,GRECIA,4458186.58,602064.83,Trilla de café,4218276.99
3,Guatemala,GUATEMALA,34382909.17,86512962.5,Extracción de hulla (carbón de piedra),6121714.64
3,Guinea,GUINEA,114912.34,69487.1,"Elaboración de cacao, chocolate y productos de confitería",114912.34
3,Guyana,GUYANA,3553256.65,2597774.55,Industrias básicas de hierro y de acero,853958.3599999999
3,Haití,HAITI,3750477.5900000003,5146284.76,Elaboración de panela,2803911.95
3,Honduras,HONDURAS,9728972.52,4539570.15,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",1112277.69
3,Hungría,HUNGRIA,531100.15,64489.7,Cultivo de flor de corte,461493
3,India,INDIA,41379211.28,57340326.08,Industrias básicas de metales preciosos,14880266.6
3,Indonesia,INDONESIA,782602.09,133372.61,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",457361.92000000004
3,Irak,IRAK,237138.3,26870.54,Procesamiento y conservación de carne y productos cárnicos,237138.3
3,Irlanda,IRLANDA,1019331.4,1224345.8399999999,Cultivo de plátano y banano,633112.05
3,Islandia,ISLANDIA,150304.2,19935,Trilla de café,150304.2
3,Israel,ISRAEL,23779595.580000002,167985140.69,Extracción de hulla (carbón de piedra),15319908.16
3,Italia,ITALIA,73186075.91000001,18204794.560000002,Industrias básicas de metales preciosos,47109033.79000001
3,Jamaica,JAMAICA,25002384.34,49078003.69,Extracción de petróleo crudo,21020626.49
3,Japón,JAPON,38139052.75,5371113.82,Trilla de café,24363117.36
3,Jordania,JORDANIA,1404185.5,234500,Trilla de café,1390823.5799999998
3,Kazajstán,KAZAJSTAN,2408894.8,399642.9,Cultivo de flor de corte,2403547.92
3,Kenia,KENIA,244252.11,177516,Fabricación de equipo de elevación y manipulación,166164.81
3,Kirguizistán,KIRGUIZISTAN,89645.35,15908.7,Cultivo de flor de corte,89645.35
3,Kuwait,KUWAIT,1327085.13,170443.3,"Elaboración de cacao, chocolate y productos de confitería",911564.1
3,Letonia,LETONIA,1463152.8800000001,145207.1,Trilla de café,1063904.26
3,Liberia,LIBERIA,206530.34,157455.88,Procesamiento y conservación de carne y productos cárnicos,91537.39000000001
3,Libia,LIBIA,113113.78,23910.14,Procesamiento y conservación de carne y productos cárnicos,112546.99
3,Lituania,LITUANIA,512526.69,87731.8,Trilla de café,361223.69
3,Líbano,LIBANO,143019.49,19340,Trilla de café,141319.49
3,Madagascar,MADAGASCAR,75782,2361,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",38400
3,Malaysia,MALAYSIA,18062156.669999998,6653544.82,Cultivo de plantas con las que se preparan bebidas,12560869.639999999
3,Malta,MALTA,9560,10,Cultivo de especias y de plantas aromáticas y medicinales,9560
3,Malí,MALI,123038.7,69574.75,"Elaboración de cacao, chocolate y productos de confitería",123038.7
3,Marruecos,MARRUECOS,745428.79,409684,Trilla de café,430644.26
3,Moldavia,MOLDAVIA,109844.89,11778.84,Cultivo de flor de corte,109651.69
3,Mozambique,MOZAMBIQUE,62900,74197,Elaboración de almidones y productos derivados del almidón,58400
3,México,MEXICO,99341253.93,47618711.18,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",9396304.5
3,Nicaragua,NICARAGUA,6314084.7,3235350.68,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",1156627.51
3,Nigeria,NIGERIA,1077525.78,776940.35,Procesamiento y conservación de carne y productos cárnicos,761464.93
3,Noruega,NORUEGA,9369301.57,16008730.28,Trilla de café,5306870.63
3,Nueva Zelanda,NUEVA ZELANDA,2973760.1,406112.89,Trilla de café,2555100.9899999998
3,Omán,OMAN,33361.82,25846.25,Elaboración de panela,17750
3,Pakistán,PAKISTAN,46357.01,17380,Elaboración de otros productos alimenticios n.c.p.,46357.01
3,Panamá,PANAMA,102583590.39,166508080.51,Extracción de petróleo crudo,68680845.92
3,Paraguay,PARAGUAY,5123821.2,1040912.7000000001,Construcción de barcos y de estructuras flotantes,3100000
3,Países Bajos,PAISES BAJOS,65092757.63,223946637.73,Cultivo de frutas tropicales y subtropicales,19788511.57
3,Perú,PERU,92884944.01,44725457.27,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",16362949.64
3,Polonia,POLONIA,10091606.13,1791872.71,Trilla de café,5234494.850000001
3,Portugal,PORTUGAL,4118323.12,3233298.58,Trilla de café,1885062.69
3,Qatar,QATAR,193963.73,27430.66,Cultivo de flor de corte,78032.39
3,Reino Unido,REINO UNIDO,51740274.11,68617215.12,Cultivo de plátano y banano,18505585.12
3,Rep democrática Del Congo,REP DEMOCRATICA DEL CONGO,73840.71999999999,50389.2,"Elaboración de cacao, chocolate y productos de confitería",39795
3,República Centroafricana,REPUBLICA CENTROAFRICANA,3331.95,201,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,3331.95
3,República Checa,REPUBLICA CHECA,950885.99,142725.88999999998,Cultivo de flor de corte,749968.62
3,República Del Congo,REPUBLICA DEL CONGO,540535.08,284527.01,"Elaboración de cacao, chocolate y productos de confitería",540535.08
3,República Dominicana,REPUBLICA DOMINICANA,31806311.759999998,37784943.04,Fabricación de productos de la refinación del petróleo,3917731.75
3,Rumania,RUMANIA,3188108.31,373247.71,Trilla de café,2531396.5100000002
3,Rusia,RUSIA,3927975.18,897909.33,Procesamiento y conservación de carne y productos cárnicos,1880609.8699999999
3,San Vicente Y Las Granadinas,SAN VICENTE Y LAS GRANADINAS,362591.53,106173.92,Fabricación de muebles,192866
3,Santa Lucía,SANTA LUCIA,561202.08,449295.08,"Fabricación de motores, generadores y transformadores eléctricos",244203.19
3,Singapur,SINGAPUR,1143754.8,164807.21,Trilla de café,433507.2
3,Somalia,SOMALIA,3200,148,"Propagación de plantas (actividades de los viveros, excepto viveros forestales)",3200
3,Sri Lanka,SRI LANKA,36117.19,460.74,Fabricación de otros artículos textiles n.c.p.,36117.19
3,Sudáfrica,SUDAFRICA,557931.35,102239.41,"Descafeinado, tostión y molienda del café",213362.38
3,Suecia,SUECIA,11721059.01,2322686.34,Trilla de café,9785047.03
3,Suiza,SUIZA,19775839.83,1663756.78,Industrias básicas de metales preciosos,17033220.66
3,Surinam,SURINAM,994001.28,799653.48,Elaboración y refinación de azúcar,271378.04
3,Tadjikistan,TADJIKISTAN,125437.3,3100,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",125437.3
3,Tailandia,TAILANDIA,1261272.82,454203.81,Fundición de metales no ferrosos,336247.91000000003
3,Taiwán,TAIWAN,42929506.42,409483575,Extracción de hulla (carbón de piedra),40121558.02
3,Tanzania Rep Unida De,TANZANIA REP UNIDA DE,13103,2900,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",13103
3,Togo,TOGO,542341.8,331005,Procesamiento y conservación de carne y productos cárnicos,542341.8
3,Trinidad Y Tobago,TRINIDAD Y TOBAGO,5285389.0200000005,4196522.98,"Fabricación de motores, generadores y transformadores eléctricos",742919
3,Turquía,TURQUIA,25634426.76,197183944.98,Extracción de hulla (carbón de piedra),13754347.49
3,Ucrania,UCRANIA,967951.11,13640265.6,Fabricación de productos de hornos de coque,627463.19
3,Uganda,UGANDA,48675,1121.65,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",41735
3,Uruguay,URUGUAY,5967292.08,1336312.25,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",1964465.61
3,Uzbekistán,UZBEKISTAN,170965.38,31565.1,Cultivo de flor de corte,138499.88
3,Venezuela,VENEZUELA,82874825.37,49496929.78,"Elaboración de cacao, chocolate y productos de confitería",8543470.32
3,Vietnam,VIETNAM,2075098.33,742787.5,Procesamiento y conservación de carne y productos cárnicos,1262011.27
3,Yemen,YEMEN,72570.97,70822.5,"Elaboración de cacao, chocolate y productos de confitería",72570.97
4,Albania,ALBANIA,8062.8,18.53,"Confección de prendas de vestir, excepto prendas de piel",8062.8
4,Alemania,ALEMANIA,94232324.78,139548481.5,Trilla de café,44230599.03
4,Andorra,ANDORRA,732,107,Cultivo de flor de corte,732
4,Angola,ANGOLA,136551.87,39420.56,"Elaboración de cacao, chocolate y productos de confitería",69504.5
4,Anguilla,ANGUILLA,126362.49,21678.81,Fabricación de productos metálicos para uso estructural,123756.8
4,Antigua Y Barbuda,ANTIGUA Y BARBUDA,97625.87999999999,29066.72,"Fabricación de pilas, baterías y acumuladores eléctricos",57289.16999999999
4,Arabia Saudita,ARABIA SAUDITA,5588676.56,721967.37,Trilla de café,4883080.19
4,Argelia,ARGELIA,959322.23,730273.63,Cultivo de plátano y banano,443389.71
4,Argentina,ARGENTINA,33350943.36,94569181.13,Extracción de hulla (carbón de piedra),8666549.04
4,Armenia,ARMENIA,6992.22,1297.25,Cultivo de flor de corte,6992.22
4,Australia,AUSTRALIA,25571640.93,1177130.79,Industrias básicas de metales preciosos,15097296.23
4,Austria,AUSTRIA,113689.3,13254.42,Cultivo de flor de corte,88091.3
4,Azerbaiján,AZERBAIJAN,43871.04,4301.5,Cultivo de flor de corte,43871.04
4,Bahamas,BAHAMAS,567725.12,202269.73,Construcción de barcos y de estructuras flotantes,450000
4,Bahrein,BAHREIN,72055.01,10239.550000000001,Cultivo de flor de corte,35870
4,Barbados,BARBADOS,891611.76,532358.05,Fabricación de productos de la refinación del petróleo,175906.43
4,Belarus,BELARUS,151446.31,10404.05,Procesamiento y conservación de carne y productos cárnicos,89263.6
4,Belice,BELICE,280964.93,54056.6,Otros derivados del café,87697.2
4,Bolivia,BOLIVIA,6987742.09,2604946.26,Fabricación de otros artículos de papel y cartón,1107602.96
4,Bosnia Y Herzegovina,BOSNIA Y HERZEGOVINA,9306.5,699,Cultivo de flor de corte,9306.5
4,Brasil,BRASIL,148736194.41,508700402.44,Fabricación de plásticos en formas primarias,48503027.59
4,Bulgaria,BULGARIA,10601.3,2205.1800000000003,Cultivo de flor de corte,10601.3
4,Bélgica,BELGICA,92490011.67,155597355.3,Trilla de café,37041529.61
4,Camerún,CAMERUN,202410,51675,Fabricación de otros productos elaborados de metal n.c.p.,202410
4,Canadá,CANADA,126239122.38,128422956.18,Industrias básicas de metales preciosos,58266545.21
4,Chile,CHILE,58771039.14,171388757.16,Extracción de hulla (carbón de piedra),12726040.93
4,China,CHINA,97833903.62,179900220.41,Industrias básicas de hierro y de acero,26956455.93
4,Chipre,CHIPRE,153325.8,181211,Fabricación de productos de la refinación del petróleo,143940
4,Colombia,COLOMBIA,1016067.56,41112.65,"Descafeinado, tostión y molienda del café",267774.96
4,Corea del Sur,COREA DEL SUR,36558260.13,162556438.15,Trilla de café,15315165.23
4,Costa De Marfil,COSTA DE MARFIL,521216.77,281808.33,"Elaboración de cacao, chocolate y productos de confitería",230749.06
4,Costa Rica,COSTA RICA,27079822.080000002,12431206.47,Fabricación de sustancias y productos químicos básicos,3200079.6700000004
4,Croacia,CROACIA,9091421.7,55304704,Extracción de hulla (carbón de piedra),8932000
4,Cuba,CUBA,6683665.87,6012004.02,Elaboración de productos de molinería,1444468.0799999998
4,Dinamarca,DINAMARCA,6250105.07,62218898.64,Extracción de hulla (carbón de piedra),3981712.41
4,Dominica,DOMINICA,509676.76,47428.48,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,359849.61
4,Ecuador,ECUADOR,136976477.1,58396706.3,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",15110902.02
4,Egipto,EGIPTO,12182810.26,5399138.72,Cría de ganado bovino y bufalino,11338591
4,El Salvador,EL SALVADOR,17539984.03,6319592.0200000005,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",2806615.4
4,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,57766139.72,1163903.65,Industrias básicas de metales preciosos,51917726.69
4,Eslovaquia,ESLOVAQUIA,43204.32,23910,"Procesamiento y conservación de pescados, crustáceos y moluscos",29975.76
4,Eslovenia,ESLOVENIA,8708349.709999999,13243064.06,Cultivo de plátano y banano,6192774.52
4,España,ESPANA,57336695.39,99159216.97,Fabricación de productos de la refinación del petróleo,13542044.379999999
4,Estados Unidos,ESTADOS UNIDOS,958835379.87,433065233.93,Trilla de café,175393588.51999998
4,Estonia,ESTONIA,1201921.26,143140.5,Trilla de café,1100363.3399999999
4,Etiopía,ETIOPIA,1420534.1,533162,Fabricación de productos metálicos para uso estructural,1296051.1
4,Fidji,FIDJI,51096.2,22482.68,"Elaboración de cacao, chocolate y productos de confitería",50357.299999999996
4,Filipinas,FILIPINAS,780302.72,697677.85,Extracción de oro y otros metales preciosos,323400
4,Finlandia,FINLANDIA,6133740.48,1142258.5,Trilla de café,5790368.61
4,Francia,FRANCIA,22643134.12,20230619.32,Cultivo de plátano y banano,8620372.03
4,Gabón,GABON,203044.3,294223,Fabricación de materiales de arcilla para la construcción,86845.26
4,Georgia,GEORGIA,23674.62,3532,Cultivo de flor de corte,23674.62
4,Ghana,GHANA,155070.82,81754.55,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",76440
4,Granada,GRANADA,50518.77,12291.21,Elaboración de productos de panadería,30635.28
4,Grecia,GRECIA,1456322.1099999999,431041.51,Trilla de café,1047864.54
4,Guatemala,GUATEMALA,42469290.67,126701943.55,Extracción de hulla (carbón de piedra),10237061.94
4,Guinea,GUINEA,240122.89,138344.3,"Elaboración de cacao, chocolate y productos de confitería",240122.89
4,Guinea Ecuatorial,GUINEA ECUATORIAL,4628.2,278,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,4628.2
4,Guyana,GUYANA,5594670.76,1559198.9,Fabricación de aparatos de distribución y control de la energía eléctrica,3200763.93
4,Haití,HAITI,2807258.2399999998,3515253.95,Elaboración y refinación de azúcar,1119126.27
4,Honduras,HONDURAS,11530215.37,5171510.46,Fabricación de aparatos de uso doméstico,1423851.2
4,Hungría,HUNGRIA,288567.07,36517.74,Cultivo de flor de corte,211681.77
4,India,INDIA,43880668.589999996,30288322.28,Industrias básicas de metales preciosos,26452705.18
4,Indonesia,INDONESIA,685701.54,264017.42,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",212552.54
4,Irak,IRAK,17807496.29,8296325.65,Cría de ganado bovino y bufalino,17454360.5
4,Irlanda,IRLANDA,873178.08,678363.7,Cultivo de plátano y banano,372189.34
4,Israel,ISRAEL,5093648.89,779307.95,Trilla de café,3922122.08
4,Italia,ITALIA,67067646.93,35149512.67,Industrias básicas de metales preciosos,38026161.629999995
4,Jamaica,JAMAICA,4770877.95,2806500.64,"Fabricación de motores, generadores y transformadores eléctricos",783278.41
4,Japón,JAPON,34837656.97,4163497.65,Trilla de café,23326477.03
4,Jordania,JORDANIA,288173.9,50125,Otros derivados del café,264687.5
4,Kazajstán,KAZAJSTAN,1682883.3800000001,282660.46,Cultivo de flor de corte,1662293.15
4,Kenia,KENIA,81363.49,7881,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",34860
4,Kirguizistán,KIRGUIZISTAN,32887,4931.9,Cultivo de flor de corte,32887
4,Kuwait,KUWAIT,768530.21,94423.83,"Elaboración de cacao, chocolate y productos de confitería",472603.5
4,Letonia,LETONIA,824835.39,474106.55,Trilla de café,332709.31
4,Liberia,LIBERIA,190112.17,124707.37,"Elaboración de cacao, chocolate y productos de confitería",79487.1
4,Lituania,LITUANIA,208626,7552.960000000001,Otros derivados del café,207873.66
4,Luxemburgo,LUXEMBURGO,562290.16,17148,Fabricación de equipo de elevación y manipulación,562290.16
4,Líbano,LIBANO,609495.01,255502.4,Trilla de café,430957.69
4,Madagascar,MADAGASCAR,38782.8,23327.1,"Elaboración de cacao, chocolate y productos de confitería",38782.8
4,Malaysia,MALAYSIA,12998977.34,2539547.45,Extracción de oro y otros metales preciosos,5497170.96
4,Malí,MALI,178789.03,92727.97,"Elaboración de cacao, chocolate y productos de confitería",178789.03
4,Marruecos,MARRUECOS,709742.55,256864.74,Trilla de café,426934.48
4,Moldavia,MOLDAVIA,85175.13,13228.4,Cultivo de flor de corte,85175.13
4,Mozambique,MOZAMBIQUE,26721,37000,Elaboración de almidones y productos derivados del almidón,26721
4,México,MEXICO,107944537.9,48820648.66,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",11930169.02
4,Namibia,NAMIBIA,9852.62,615.41,Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,9852.62
4,Nicaragua,NICARAGUA,5494878.43,1055746.45,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",1082688.64
4,Nigeria,NIGERIA,1057018.63,564197.53,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,383609.84
4,Noruega,NORUEGA,11137742.02,9220709.88,Trilla de café,9016018.99
4,Nueva Zelanda,NUEVA ZELANDA,2763609.96,292653.26,Trilla de café,1842080.09
4,Omán,OMAN,181150.16,78673.61,"Elaboración de cacao, chocolate y productos de confitería",60047.7
4,Pakistán,PAKISTAN,80097,101667,Fundición de metales no ferrosos,80097
4,Panamá,PANAMA,63972524.12,86015955.46,Extracción de petróleo crudo,32430477.990000002
4,Paraguay,PARAGUAY,3067601.44,795472.85,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,472641.39999999997
4,Países Bajos,PAISES BAJOS,140113516.76999998,946967670.72,Extracción de hulla (carbón de piedra),83574757.17
4,Perú,PERU,131490630.98,197983669.58,Extracción de petróleo crudo,23432989.47
4,Polonia,POLONIA,20894782.25,197604073.4,Extracción de hulla (carbón de piedra),14536169.86
4,Portugal,PORTUGAL,4002623.5799999996,3768000.61,Cultivo de plátano y banano,1819882.4
4,Qatar,QATAR,154160.15,47407.43,Cultivo de flor de corte,66914.69
4,Reino Unido,REINO UNIDO,48281732.81,88597701.77,Cultivo de plátano y banano,23968771.21
4,Rep democrática Del Congo,REP DEMOCRATICA DEL CONGO,116747.70999999999,51083.16,Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,42411.52
4,República Checa,REPUBLICA CHECA,485096.86,84857.89,Cultivo de flor de corte,383598.79
4,República Del Congo,REPUBLICA DEL CONGO,375023.2,191855.52,"Elaboración de cacao, chocolate y productos de confitería",375023.2
4,República Dominicana,REPUBLICA DOMINICANA,42336113.28,149438283.16,Extracción de hulla (carbón de piedra),10961690.81
4,Rumania,RUMANIA,396669.61,36246.2,Cultivo de flor de corte,178075.09999999998
4,Rusia,RUSIA,2418826.87,594075.94,Procesamiento y conservación de carne y productos cárnicos,1343940.69
4,San Vicente Y Las Granadinas,SAN VICENTE Y LAS GRANADINAS,48681.52,72500,"Producción de malta, elaboración de cervezas y otras bebidas malteadas",48681.52
4,Santa Lucía,SANTA LUCIA,405393.27999999997,178718.5,Fabricación de muebles,104720.01
4,Senegal,SENEGAL,110048.5,24113.2,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",71393
4,Singapur,SINGAPUR,1279942.3900000001,260885.3,Trilla de café,782524.55
4,Somalia,SOMALIA,2400,122,"Propagación de plantas (actividades de los viveros, excepto viveros forestales)",2400
4,Sri Lanka,SRI LANKA,19681.74,244.06,Fabricación de otros artículos textiles n.c.p.,19681.74
4,Sudáfrica,SUDAFRICA,996668.61,169940.81,Trilla de café,608887.32
4,Suecia,SUECIA,6435864.95,2350654.7800000003,Trilla de café,3675507.92
4,Suiza,SUIZA,27948804.23,3545856.1799999997,Industrias básicas de metales preciosos,24305209.34
4,Surinam,SURINAM,561406.8099999999,511733.76,Elaboración de productos de panadería,109028.64
4,Tailandia,TAILANDIA,4374358.88,524731.6,"Fabricación de joyas, bisutería y artículos conexos",2443880.51
4,Taiwán,TAIWAN,51117743.49,499819692,Extracción de hulla (carbón de piedra),46805432.14
4,Tanzania Rep Unida De,TANZANIA REP UNIDA DE,227871.62,17010,"Fabricación de equipo de medición, prueba, navegación y control",129669.56
4,Togo,TOGO,389155,163318,Procesamiento y conservación de carne y productos cárnicos,389155
4,Trinidad Y Tobago,TRINIDAD Y TOBAGO,2966567.09,1737797.9,Fabricación de otros productos elaborados de metal n.c.p.,490554.19
4,Tunicia,TUNICIA,2921.41,49.79000000000001,Fabricación de otros artículos textiles n.c.p.,2921.41
4,Turquía,TURQUIA,20832497.630000003,172406216.42,Extracción de hulla (carbón de piedra),15298215.38
4,Ucrania,UCRANIA,1484293.02,11050315,Extracción de hulla (carbón de piedra),1128107.8
4,Uruguay,URUGUAY,2943145.16,793316.26,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,794493.59
4,Uzbekistán,UZBEKISTAN,89548.08,17853.85,Cultivo de flor de corte,89548.08
4,Venezuela,VENEZUELA,84658244.52,52745063.71,Industrias básicas de hierro y de acero,8786171.14
4,Vietnam,VIETNAM,4728242.1899999995,2102192.63,Trilla de café,3210349.09
5,Albania,ALBANIA,157470.38,19297.16,Trilla de café,146179.13
5,Alemania,ALEMANIA,84900599.42999999,126378427.84,Trilla de café,40331990.6
5,Andorra,ANDORRA,6003,807.73,Cultivo de flor de corte,6003
5,Angola,ANGOLA,316086.75,159998.06,"Elaboración de cacao, chocolate y productos de confitería",203120.75
5,Anguilla,ANGUILLA,2832.7,3307.32,Fabricación de productos de la refinación del petróleo,2832.7
5,Antigua Y Barbuda,ANTIGUA Y BARBUDA,132144.9,5096.13,Fabricación de muebles,125869
5,Arabia Saudita,ARABIA SAUDITA,6054645.100000001,784755.3,Trilla de café,4970255.99
5,Argelia,ARGELIA,975341,1463309,Cultivo de plátano y banano,884385
5,Argentina,ARGENTINA,26309326.57,42347843.92,Fabricación de vehículos automotores y sus motores,8569999
5,Armenia,ARMENIA,128049.45999999999,17291,Fabricación de artículos de plástico n.c.p.,118835.03
5,Australia,AUSTRALIA,12712987.690000001,1649450.17,Trilla de café,10562738.73
5,Austria,AUSTRIA,144002.49,12824.14,Cultivo de flor de corte,95926.6
5,Azerbaiján,AZERBAIJAN,15286.01,2861,Cultivo de flor de corte,15286.01
5,Bahamas,BAHAMAS,614161.58,211171.17,Fabricación de productos metálicos para uso estructural,180327.38
5,Bahrein,BAHREIN,58386.45,4791.9000000000005,Cultivo de flor de corte,36207.5
5,Barbados,BARBADOS,677586.3,458817.42,Fabricación de otros productos elaborados de metal n.c.p.,122228.7
5,Belarus,BELARUS,287727.67,31024.94,Cultivo de flor de corte,147319.67
5,Belice,BELICE,790879.58,43569.07,"Fabricación de motores, generadores y transformadores eléctricos",561975.2
5,Bolivia,BOLIVIA,8529138.48,3378929.58,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",1150452.7
5,Bosnia Y Herzegovina,BOSNIA Y HERZEGOVINA,12887.51,2391,Cultivo de flor de corte,12887.51
5,Brasil,BRASIL,132799364.67,331106558.12,Fabricación de plásticos en formas primarias,43834182.38
5,Bulgaria,BULGARIA,1611575.03,7051448.35,Fabricación de productos de hornos de coque,1541788.07
5,Burundi,BURUNDI,60000,1256,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",60000
5,Bélgica,BELGICA,82674147.17,149899933.09,Trilla de café,31778841.95
5,Camboya,CAMBOYA,162341.57,19214,Trilla de café,162341.57
5,Camerún,CAMERUN,202410,51675,Fabricación de otros productos elaborados de metal n.c.p.,202410
5,Canadá,CANADA,131641845.11,126379401.09,Industrias básicas de metales preciosos,68670904.69
5,Chile,CHILE,81621548.11,322772617.32,Extracción de hulla (carbón de piedra),23072763.020000003
5,China,CHINA,124839390.92,565636076.83,Extracción de hulla (carbón de piedra),32123186.77
5,Chipre,CHIPRE,5319,322,Cultivo de flor de corte,5319
5,Colombia,COLOMBIA,1218205.52,75115.93,"Confección de prendas de vestir, excepto prendas de piel",197320.23
5,Corea del Sur,COREA DEL SUR,138197745.22,1413523409.75,Extracción de hulla (carbón de piedra),106177480.77999999
5,Costa De Marfil,COSTA DE MARFIL,45235431.160000004,107850563.54,Extracción de petróleo crudo,44443379.72
5,Costa Rica,COSTA RICA,34835370.61,13714312.78,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",3298349.31
5,Croacia,CROACIA,511279,1291985.44,Cultivo de plátano y banano,485713.8
5,Cuba,CUBA,6600764.58,5718111.63,Elaboración de productos de panadería,2014025.56
5,Dinamarca,DINAMARCA,2901699.23,29820662.44,Extracción de hulla (carbón de piedra),1825716.78
5,Dominica,DOMINICA,15903.2,7008.6,Elaboración de productos de panadería,12883.2
5,Ecuador,ECUADOR,135545135.8,55010752.03,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",14068914.88
5,Egipto,EGIPTO,2089540.44,238441.65,Trilla de café,1997386.99
5,El Salvador,EL SALVADOR,18000789.92,6377428.649999999,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",3500572.99
